Ref_number;States;Municipality ;Study_location;Coordinates ;Conservation_unit;Status_conservation_unit;Phytophysiognomy_type;Plant_species_original;Plant_species_adjusted;Plant_family;Plant_genus;Threat_status;Life_form;Vegetation_type;Plant_distribution;Biogeographical _domain;
Ref_30;GO;Hidrolândia;Escola Agrícola;17°01’05”S, 49°11’49”W;No;No;Cerrado;Connarus suberosus Planch.;Connarus suberosus Planch.;Connaraceae;Connarus;NA;NA;NA;BA|DF|GO|MA|MG|MS|MT|PA|PI|SP|TO;Cerrado|Pantanal;
Ref_19;GO; Mineiros, Chapadão do Céu;Parque Nacional das Emas;17°49?S-18°28?S, 52°39?W-53°10?W;Yes;Federal;Cerrado, campo sujo, campo limpo;Connarus suberosus;Connarus suberosus Planch.;Connaraceae;Connarus;NA;NA;NA;BA|DF|GO|MA|MG|MS|MT|PA|PI|SP|TO;Cerrado|Pantanal;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Connarus suberosus;Connarus suberosus Planch.;Connaraceae;Connarus;NA;NA;NA;BA|DF|GO|MA|MG|MS|MT|PA|PI|SP|TO;Cerrado|Pantanal;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Connarus suberosum;Connarus suberosus Planch.;Connaraceae;Connarus;NA;NA;NA;BA|DF|GO|MA|MG|MS|MT|PA|PI|SP|TO;Cerrado|Pantanal;
Ref_29;BA;Barreiras;Serra da Bandeira;11°37’S-12°25’S, 44°34’W-46°23W;No;No;Cerrado;Copaifera depilis;Copaifera depilis Dwyer;Fabaceae;Copaifera;NA;Shrub;Cerrado (lato sensu);BA|MT;Cerrado;
Ref_27;MS;Aquidauana;Universidade Estadual de Mato Grosso do Sul (UEMS), Distrito de Camisão;"20°27'21.4""S, 55°39'46.1""W; 20°26'58.1""S, 55°38'16.9""W";No;No;Cerrado;Copaifera langsdorffii Desf.;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Copaifera langsdorffii Desf.;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Cerradão;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_21;BA;Caetité;APP da nascente do riacho Jatobá;14°04'36,8''S, 42°29'59,7''W;No;No;Transição cerrado-caatinga;Copaifera langsdorffii Desf.;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_20;BA;Caetité;APP da nascente do riacho Jatobá;14°05’36,8”S, 42°30’59”W;No;No;Transição cerrado-caatinga;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_07;SP;Santa Rita do Passa Quatro;Pé-de-Gigante Cerrado Reserve;"21°35’ S; 47°35’W";Yes;Federal;Cerrado;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_25;BA;Caetité;Serra Geral;14°04’S, 42°29’W;No;No;Transição cerrado-caatinga;Copaifera langsdorffii Desf.;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_32;BA;Caetité;Brejinho das Ametistas;"14°15’46”S; 42°31’28”W";No;No;Cerrado;Copaifera langsdorffii Desf.;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Cerrado, mata ciliar, mata seca;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_03;MG;Berilo;Lamarão;42°36'W, 16°44'S;No;NA;Campo rupestre, floresta estacional decidua, floresta estacional semidecidua;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_24;GO;Goiânia;Câmpus Samambaia da Universidade Federal de Goiás;16°36’S, 49°16’W;No;No;Mata semicaducifólia;Copaifera langsdorffii Desf.;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_01;MG;Belo Horizonte;Campus Pampulha;"19°51'51,4""S 43°57'55,8""W";No;No;Cerrado, mata;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Copaifera langsdorffii;Copaifera langsdorffii Desf.;Fabaceae;Copaifera;NA;Tree;Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RO|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_29;BA;Barreiras;Serra da Bandeira;11°37’S-12°25’S, 44°34’W-46°23W;No;No;Cerrado;Copaifera luetzelburgii ;Copaifera luetzelburgii Harms;Fabaceae;Copaifera;NA;Shrub;Cerrado (lato sensu);BA|GO|PI|TO;Cerrado;
Ref_32;BA;Caetité;Brejinho das Ametistas;"14°15’46”S; 42°31’28”W";No;No;Cerrado;Copaifera sabulicola;Copaifera sabulicola J.Costa & L.P.Queiroz;Fabaceae;Copaifera;NA;Shrub|Tree;Cerrado (lato sensu);BA|MG;Cerrado;
Ref_29;BA;Barreiras;Serra da Bandeira;11°37’S-12°25’S, 44°34’W-46°23W;No;No;Cerrado;Copaifera sabulicola ;Copaifera sabulicola J.Costa & L.P.Queiroz;Fabaceae;Copaifera;NA;Shrub|Tree;Cerrado (lato sensu);BA|MG;Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Cordia sellowiana Cham.;Cordia sellowiana Cham.;Boraginaceae;Cordia;NA;Tree;Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PR|RJ|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_03;MG;Cristália;Soberbo;42°40'W, 17°08'S;No;NA;Campo rupestre;Cordia sellowiana;Cordia sellowiana Cham.;Boraginaceae;Cordia;NA;Tree;Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PR|RJ|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_01;MG;Belo Horizonte;Campus Pampulha;"19°51'51,4""S 43°57'55,8""W";No;No;Cerrado, mata;Cordia sellowiana;Cordia sellowiana Cham.;Boraginaceae;Cordia;NA;Tree;Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PR|RJ|SE|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Cordia trichotoma;Cordia trichotoma (Vell.) Arráb. ex Steud.;Boraginaceae;Cordia;NA;Tree;Área Antrópica|Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|CE|DF|ES|GO|MA|MG|MS|MT|PB|PE|PI|PR|RJ|RN|RS|SC|SP|TO;Caatinga|Cerrado|Mata Atlântica|Pampa;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Cordigera concolor;Cordiera concolor (Cham.) Kuntze;Rubiaceae;Cordiera;NA;Shrub|Subshrub;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Perenifólia|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos;BA|DF|GO|MG|MS|MT|PA|PE|PR|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_26;GO;Silvânia;Floresta Nacional de Silvânia;"16°38’11,79”S, 48°39’50,82”W; 16°37’52,90”S, 48°39’52,38”W";Yes;Federal;Cerrado, mata de galeria;Cordiera macrophylla;Cordiera macrophylla (K.Schum.) Kuntze;Rubiaceae;Cordiera;NA;Shrub|Tree;Cerrado (lato sensu)|Floresta Estacional Semidecidual|Savana Amazônica;GO|MG|MS|MT|RO|SP|TO;Amazônia|Cerrado;
Ref_15;SP;Luiz Antônio;Ecological Station of Jataí;"21°36’19.44”S, 47°47’28.86”W; 21°36’14.10”S, 47°46’34.44”W; 21°36’2.81”S, 47°45’38.32”W; 21°35’33.27”S, 47°45’40.86”W; 21°37’48.48”S, 47°42’33.15”W";Yes;Estadual;Cerradão, cerrado;Couepia grandiflora Mart. &Zucc.;Couepia grandiflora (Mart. & Zucc.) Benth.;Chrysobalanaceae;Couepia;NA;Tree;Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Couepia grandiflora (Mart. and Zucc.) Benth. and Hook.;Couepia grandiflora (Mart. & Zucc.) Benth.;Chrysobalanaceae;Couepia;NA;Tree;Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_07;SP;Santa Rita do Passa Quatro;Pé-de-Gigante Cerrado Reserve;"21°35’ S; 47°35’W";Yes;Federal;Cerrado;Coupeia grandiflora;Couepia grandiflora (Mart. & Zucc.) Benth.;Chrysobalanaceae;Couepia;NA;Tree;Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial);BA|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Amazônia|Caatinga|Cerrado;
Ref_04;MG;Três Marias;Estação Ecológica de Pirapitinga;"18°20'S-18°23'S; 45°I7'W-45°20'W";Yes;Federal;Campo sujo;Croton antisyphiliticus;Croton antisyphiliticus Mart.;Euphorbiaceae;Croton;NA;Shrub|Herb|Subshrub;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta de Terra Firme;AC|AM|BA|DF|GO|MA|MG|MS|MT|PA|PB|PI|PR|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Croton antisyphiliticus;Croton antisyphiliticus Mart.;Euphorbiaceae;Croton;NA;Shrub|Herb|Subshrub;Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta de Terra Firme;AC|AM|BA|DF|GO|MA|MG|MS|MT|PA|PB|PI|PR|SC|SP|TO;Amazônia|Caatinga|Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Nacional do Itatiaia;22°21’S, 44°40’W;Yes;Estadual;Campo rupestre;Croton dichrous;Croton dichrous Müll.Arg.;Euphorbiaceae;Croton;NA;Shrub|Subshrub;Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista;MG|PR|RJ|SP;Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Brigadeiro;42°20’S-42°40’S, 20°20’W-21°00’W;Yes;Estadual;Campo rupestre;Croton buxifolius;Croton erythroxyloides Baill.;Euphorbiaceae;Croton;NA;Shrub;Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos;MG|RJ|SC|SP;Cerrado|Mata Atlântica;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Croton buxifolius;Croton erythroxyloides Baill.;Euphorbiaceae;Croton;NA;Shrub;Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos;MG|RJ|SC|SP;Cerrado|Mata Atlântica;
Ref_06;MG;Prados;Serra de São José;"21°03',21°07’S; 44°06',44°13’W";No;No;Campo rupestre, cerrado;Croton floribundus;Croton floribundus Spreng.;Euphorbiaceae;Croton;NA;Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|CE|DF|ES|MG|MS|MT|PB|PE|PR|RJ|SP;Mata Atlântica;
Ref_05;MG;Delfinópolis;Represa de Peixoto;20°15’S, 20°30’S, 46°45’W-47°00’W;No;No;Mata de galeria;Croton floribundus;Croton floribundus Spreng.;Euphorbiaceae;Croton;NA;Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|CE|DF|ES|MG|MS|MT|PB|PE|PR|RJ|SP;Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Croton floribundus;Croton floribundus Spreng.;Euphorbiaceae;Croton;NA;Tree;Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AL|BA|CE|DF|ES|MG|MS|MT|PB|PE|PR|RJ|SP;Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Croton gnidiaceus;Croton gnidiaceus Baill.;Euphorbiaceae;Croton;NA;Subshrub;Campo rupestre|Vegetação Sobre Afloramentos Rochosos;MG;Cerrado;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Croton staechadis var silvaticus;Croton serratifolius Baill.;Fabaceae;Croton;NA;Shrub|Herb|Subshrub;Campo Limpo|Cerrado (lato sensu);MS|PR|RS|SC|SP;Cerrado|Mata AtlÃ¢ntica;
Ref_18;MG;NA;Parque Nacional do Caparaó, Parque Estadual do Brigadeiro;"20°25’S, 41°48’W; 42°20’S-42°40’S, 20°20’W-21°00’W";Yes;Estadual;Campo rupestre;Croton migrans;Croton splendidus Mart.;Euphorbiaceae;Croton;NA;Shrub|Subshrub;Campo de Altitude|Campo Limpo|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|ES|MG|PR|RJ|SC|SP;Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Nacional do Caparaó;20°25’S, 41°48’W;Yes;Estadual;Campo rupestre;Croton splendidus;Croton splendidus Mart.;Euphorbiaceae;Croton;NA;Shrub|Subshrub;Campo de Altitude|Campo Limpo|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Vegetação Sobre Afloramentos Rochosos;BA|ES|MG|PR|RJ|SC|SP;Cerrado|Mata Atlântica;
Ref_22;MG;Tiradentes;Serra de São José;21°00’S, 44°00?W;No;NA;Campo rupestre;Croton timandroides;Croton timandroides (Didr.) Müll.Arg.;Euphorbiaceae;Croton;NA;Subshrub;Caatinga (stricto sensu)|Campo rupestre|Vegetação Sobre Afloramentos Rochosos;BA|MG;Caatinga|Cerrado;
Ref_21;BA;Caetité;APP da nascente do riacho Jatobá;14°04'36,8''S, 42°29'59,7''W;No;No;Transição cerrado-caatinga;Croton triangularis ;Croton triangularis Müll.Arg.;Euphorbiaceae;Croton;NA;Herb|Subshrub;Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Decidual;BA|MG;Caatinga|Cerrado;
Ref_11;MG;Santana do Riacho;Serra do Cipó;"43°36’23.0’’W, 19º 19’44.6’’S; 43°36’42.3’’W, 19º 18’ 24.1’’S; 43°36’09.3’’W, 19º 20’24.0’’S";No;No;Campo rupestre, cerrado;Cupania vernalis;Cupania vernalis Cambess.;Sapindaceae;Cupania;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial);AM|BA|DF|ES|GO|MG|PA|PR|RJ|RS|SC|SP;Amazônia|Cerrado|Mata Atlântica;
Ref_10;MG;NA;Parque Estadual do Rio Preto;20°35'S-11°11' S;Yes;Estadual;Campo rupestre, cerrado;Cuphea ericoides;Cuphea ericoides Cham. & Schltdl.;Lythraceae;Cuphea;NA;Subshrub;Campo rupestre;BA|MG|PE;Caatinga|Cerrado;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Hyptis lippioides;Cyanocephalus lippioides (Pohl ex Benth.) Harley & J.F.B.Pastore;Lamiaceae;Cyanocephalus;NA;Tree|Subshrub;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu);MG|SP;Cerrado|Mata Atlântica;
Ref_18;MG;NA;Parque Estadual do Brigadeiro;42°20’S-42°40’S, 20°20’W-21°00’W;Yes;Estadual;Campo rupestre;Cyrtocymura scorpioides;Cyrtocymura scorpioides (Lam.) H.Rob.;Asteraceae;Cyrtocymura;NA;Subshrub;Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga;AL|BA|CE|DF|ES|GO|MA|MG|MS|MT|PA|PB|PE|PI|PR|RJ|RS|SC|SE|SP;Amazônia|Cerrado;
Ref_23;GO;NA;NA;NA;NA;NA;NA;Dalbergia miscolobium Benth.;Dalbergia miscolobium Benth.;Fabaceae;Dalbergia;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual;BA|CE|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Cerrado;
Ref_21;BA;Caetité;APP da nascente do riacho Jatobá;14°04'36,8''S, 42°29'59,7''W;No;No;Transição cerrado-caatinga;Dalbergia miscolobium Benth.;Dalbergia miscolobium Benth.;Fabaceae;Dalbergia;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual;BA|CE|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Cerrado;
Ref_20;BA;Caetité;APP da nascente do riacho Jatobá;14°05’36,8”S, 42°30’59”W;No;No;Transição cerrado-caatinga;Dalbergia miscolobium;Dalbergia miscolobium Benth.;Fabaceae;Dalbergia;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual;BA|CE|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Cerrado;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Cerrado;Dalbergia miscolobium;Dalbergia miscolobium Benth.;Fabaceae;Dalbergia;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual;BA|CE|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Cerrado;
Ref_10;MG;NA;Serra do Ouro Branco;20°35'S-11°11' S;No;NA;Campo rupestre;Dalbergia miscolobium;Dalbergia miscolobium Benth.;Fabaceae;Dalbergia;NA;Tree;Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual;BA|CE|DF|GO|MA|MG|MS|MT|PI|PR|RO|SP|TO;Cerrado;
Ref_10;MG;NA;RPPN Serra do Caraça;20°35'S-11°11' S;Yes;RPPN;Campo rupestre;Dasyphyllum fodinarum;Dasyphyllum fodinarum (Gardner) Cabrera;Asteraceae;Dasyphyllum;NA;Shrub;Floresta Estacional Semidecidual;MG|SP;Cerrado|Mata Atlântica;
Ref_16;GO;Caldas Novas;Fragmento de cerrado;17°42’39’’S, 48°38’27’’W;No;No;Cerrado;Davilla elliptica;Davilla elliptica A.St.-Hil.;Dilleniaceae;Davilla;NA;Shrub|Liana/volúvel/trepadeira;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MA|MG|MT|PA|PI|SP|TO;Cerrado;
Ref_12;GO;Pirenópolis, Corumbá de Goiás, Cocalzinho;Parque Estadual da Serra dos Pireneus;15°48’S, 48°52’W;Yes;Estadual;Cerrado;Davilla elliptica;Davilla elliptica A.St.-Hil.;Dilleniaceae;Davilla;NA;Shrub|Liana/volúvel/trepadeira;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MA|MG|MT|PA|PI|SP|TO;Cerrado;
Ref_13;MG;Januária;Área de Proteção Ambiental do Rio Pandeiros;15°29’15”S, 44°21’40”W;Yes;Estadual;Cerrado;Davilla elliptica;Davilla elliptica A.St.-Hil.;Dilleniaceae;Davilla;NA;Shrub|Liana/volúvel/trepadeira;Campo rupestre|Cerrado (lato sensu);BA|DF|GO|MA|MG|MT|PA|PI|SP|TO;Cerrado;
